"vehicle_id","label","license_plate","vehicle_category_id","onboard_avm_model"
"30U","30","FM688SG","34","Elsag NM200"
"31U","31","FM462SG","34","Elsag NM200"
"32U","32","FM689SG","34","Elsag NM200"
"33U","33","FM692SG","34","Elsag NM200"
"34U","34","FL094PA","34","Elsag NM200"
"35U","35","FM691SG","34","Elsag NM200"
"36U","36","FL095PA","34","Elsag NM200"
"37U","37","FL096PA","34","Elsag NM200"
"38U","38","FM690SG","34","Elsag NM200"
"39U","39","FL097PA","34","Elsag NM200"
"40U","40","FM740HJ","34","Elsag NM200"
"41U","41","FL098PA","34","Elsag NM200"
"42U","42","FM739HJ","34","Elsag NM200"
"43U","43","FM738HJ","34","Elsag NM200"
"44U","44","FM736HJ","34","Elsag NM200"
"45U","45","FM737HJ","34","Elsag NM200"
"46U","46","FM463SG","34","Elsag NM200"
"47U","47","FM464SG","34","Elsag NM200"
"48U","48","FM465SG","34","Elsag NM200"
"49U","49","FM466SG","34","Elsag NM200"
"50U","50","FV021FV","40","Elsag NM200"
"51U","51","FV022FV","40","Elsag NM200"
"52U","52","FV023FV","40","Elsag NM200"
"53U","53","FV024FV","40","Elsag NM200"
"54U","54","FV025FV","40","Elsag NM200"
"55U","55","FV026FV","40","Elsag NM200"
"56U","56","FT045GT","40","Elsag NM200"
"57U","57","FV027FV","40","Elsag NM200"
"60U","60","GY353AA","57","SWARCO NEXT"
"61U","61","GY352AA","57","SWARCO NEXT"
"62U","62","GY351AA","57","SWARCO NEXT"
"63U","63","GY350AA","57","SWARCO NEXT"
"64U","64","GY349AA","57","SWARCO NEXT"
"65U","65","GY348AA","57","SWARCO NEXT"
"66U","66","GY347AA","57","SWARCO NEXT"
"67U","67","GY346AA","57","SWARCO NEXT"
"68U","68","GY345AA","57","SWARCO NEXT"
"69U","69","GY344AA","57","SWARCO NEXT"
"70U","70","GZ692JP","57","SWARCO NEXT"
"71U","71","GZ691JP","57","SWARCO NEXT"
"72U","72","GZ690JP","57","SWARCO NEXT"
"73U","73","GZ689JP","57","SWARCO NEXT"
"74U","74","GZ688JP","57","SWARCO NEXT"
"75U","75","GZ687JP","57","SWARCO NEXT"
"76U","76","GZ685JP","57","SWARCO NEXT"
"77U","77","GZ686JP","57","SWARCO NEXT"
"78U","78","GZ274VL","57","SWARCO NEXT"
"79U","79","GZ684JP","57","SWARCO NEXT"
"80U","80","GZ683JP","57","SWARCO NEXT"
"81U","81","GZ682JP","57","SWARCO NEXT"
"82U","82","82","57","SWARCO NEXT"
"83U","83","83","57","SWARCO NEXT"
"84U","84","84","57","SWARCO NEXT"
"85U","85","85","57","SWARCO NEXT"
"86U","86","86","57","SWARCO NEXT"
"87U","87","87","57","SWARCO NEXT"
"88U","88","88","57","SWARCO NEXT"
"172U","1312","ED463AL","38","Elsag NM200"
"184U","794","ED469AL","20","Elsag NM200"
"210U","5041","5041","5000","Elsag NM200"
"211U","5043","5043","5000","Elsag NM200"
"219U","5046","5046","5000","Elsag NM200"
"224U","5004","5004","5000","Elsag NM200"
"242U","5045","5045","5000","Elsag NM200"
"245U","5039","5039","5000","Elsag NM200"
"249U","5008","5008","5000","Elsag NM200"
"259U","5050","5050","5000","Elsag NM200"
"454U","6003","6003","6001","Elsag NM200"
"457U","6007","6007","6002","Elsag NM200"
"532U","6018","6018","6002","Elsag NM200"
"543U","6021","6021","6002","Elsag NM200"
"755U","55","FV026FV","40","Elsag NM200"
"790U","790","ED465AL","20","Elsag NM200"
"791U","791","ED466AL","20","Elsag NM200"
"793U","793","ED468AL","20","Elsag NM200"
"794U","794","ED469AL","20","Elsag NM200"
"795U","795","ED470AL","20","Elsag NM200"
"796U","796","EN325ZA","20","Elsag NM200"
"797U","797","ED472AL","20","Elsag NM200"
"800U","800","EL255BV","39","Elsag NM200"
"801U","801","EL257BV","39","Elsag NM200"
"802U","802","EL256BV","39","Elsag NM200"
"803U","803","EL590BV","39","Elsag NM200"
"804U","804","EL083YP","39","Elsag NM200"
"805U","805","EL785BV","39","Elsag NM200"
"806U","806","EL084YP","39","Elsag NM200"
"807U","807","EL646YP","39","Elsag NM200"
"808U","808","EL592BV","39","Elsag NM200"
"809U","809","EL085YP","39","Elsag NM200"
"810U","810","EL086YP","39","Elsag NM200"
"811U","811","EL782BV","39","Elsag NM200"
"812U","812","EL784BV","39","Elsag NM200"
"813U","813","EL087YP","39","Elsag NM200"
"814U","814","EL734BV","39","Elsag NM200"
"815U","815","EL783BV","39","Elsag NM200"
"816U","816","EL794BV","39","Elsag NM200"
"817U","817","EL793BV","39","Elsag NM200"
"818U","818","EL653YP","39","Elsag NM200"
"819U","819","EL786BV","39","Elsag NM200"
"820U","820","EL544BV","39","Elsag NM200"
"821U","821","EL543BV","39","Elsag NM200"
"822U","822","EL518BV","39","Elsag NM200"
"823U","823","EL545BV","39","Elsag NM200"
"824U","824","EL593BV","39","Elsag NM200"
"826U","826","EL594BV","39","Elsag NM200"
"827U","827","EL595BV","39","Elsag NM200"
"828U","828","EL596BV","39","Elsag NM200"
"829U","829","EL597BV","39","Elsag NM200"
"830U","830","EL046YP","39","Elsag NM200"
"831U","831","EL598BV","39","Elsag NM200"
"832U","832","EL791BV","39","Elsag NM200"
"833U","833","EL792BV","39","Elsag NM200"
"834U","834","EL599BV","39","Elsag NM200"
"835U","835","EL700BV","39","Elsag NM200"
"836U","836","EL701BV","39","Elsag NM200"
"838U","838","EL788BV","39","Elsag NM200"
"839U","839","EL789BV","39","Elsag NM200"
"840U","840","EL735BV","39","Elsag NM200"
"841U","841","EL048YP","39","Elsag NM200"
"842U","842","EL050YP","39","Elsag NM200"
"843U","843","EL051YP","39","Elsag NM200"
"844U","844","EL787BV","39","Elsag NM200"
"845U","845","EL790BV","39","Elsag NM200"
"846U","846","EL052YP","39","Elsag NM200"
"847U","847","EL053YP","39","Elsag NM200"
"848U","848","EL054YP","39","Elsag NM200"
"849U","849","EL055YP","39","Elsag NM200"
"850U","850","EL056YP","39","Elsag NM200"
"851U","851","EL057YP","39","Elsag NM200"
"852U","852","EL058YP","39","Elsag NM200"
"853U","853","EL059YP","39","Elsag NM200"
"854U","854","EL089YP","39","Elsag NM200"
"855U","855","EL090YP","39","Elsag NM200"
"856U","856","EL060YP","39","Elsag NM200"
"857U","857","EL091YP","39","Elsag NM200"
"858U","858","EL092YP","39","Elsag NM200"
"859U","859","EL093YP","39","Elsag NM200"
"860U","860","EL094YP","39","Elsag NM200"
"861U","861","EL095YP","39","Elsag NM200"
"862U","862","EL096YP","39","Elsag NM200"
"863U","863","EL097YP","39","Elsag NM200"
"864U","864","EL531YP","39","Elsag NM200"
"865U","865","EL652YP","39","Elsag NM200"
"866U","866","EL558YP","39","Elsag NM200"
"867U","867","EL529YP","39","Elsag NM200"
"868U","868","EL530YP","39","Elsag NM200"
"869U","869","EL559YP","39","Elsag NM200"
"870U","870","EV879DN","39","Elsag NM200"
"871U","871","ET505DL","39","Elsag NM200"
"872U","872","ET504DL","39","Elsag NM200"
"873U","873","ET531DL","39","Elsag NM200"
"874U","874","ET532DL","39","Elsag NM200"
"934U","834","EL599BV","39","Elsag NM200"
"1110U","6035","6035","6002","Elsag NM200"
"1114U","6039","6039","6002","Elsag NM200"
"1140U","6047","6047","6002","Elsag NM200"
"1150U","14687","FY833HV","106","Elsag NM200"
"1235U","16235","FV193FV","144","Elsag NM200"
"1236U","16236","FV194FV","144","Elsag NM200"
"1238U","16238","FV196FV","144","Elsag NM200"
"1239U","16239","FV197FV","144","Elsag NM200"
"1240U","16240","FV198FV","144","Elsag NM200"
"1241U","16241","FV199FV","144","Elsag NM200"
"1242U","16242","FV200FV","144","Elsag NM200"
"1243U","16237","FV195FV","144","Elsag NM200"
"1249U","16249","GF106XA","144","Elsag NM200"
"1250U","16250","GF107XA","144","Elsag NM200"
"1297U","14688","FY835HV","106","Elsag NM200"
"1302U","19002","FS699TP","191","Elsag NM200"
"1303U","19003","FS687TP","191","Elsag NM200"
"1304U","19004","FS692TP","191","Elsag NM200"
"1305U","19005","FS688TP","191","Elsag NM200"
"1306U","19006","FS696TP","191","Elsag NM200"
"1307U","19007","FS689TP","191","Elsag NM200"
"1308U","19008","FS695TP","191","Elsag NM200"
"1309U","19009","FS690TP","191","Elsag NM200"
"1310U","19010","FS697TP","191","Elsag NM200"
"1311U","19011","FS694TP","191","Elsag NM200"
"1312U","19012","FS693TP","191","Elsag NM200"
"1313U","19013","FS691TP","191","Elsag NM200"
"1314U","19014","ED383AL","110","Elsag NM200"
"1318U","19018","GM189KP","192","Elsag NM200"
"1319U","19019","GM190KP","192","Elsag NM200"
"1320U","19020","GM191KP","192","Elsag NM200"
"1350U","1350","FY304HV","16","SWARCO NEXT"
"1351U","1351","FW065SJ","16","SWARCO NEXT"
"1352U","1352","FW066SJ","16","SWARCO NEXT"
"1353U","1353","FW067SJ","16","SWARCO NEXT"
"1354U","1354","FW068SJ","16","SWARCO NEXT"
"1355U","1355","FW069SJ","16","SWARCO NEXT"
"1356U","1356","FY648HV","16","SWARCO NEXT"
"1357U","1357","FY647HV","16","SWARCO NEXT"
"1358U","1358","FW070SJ","16","SWARCO NEXT"
"1359U","1359","FW071SJ","16","SWARCO NEXT"
"1360U","1360","FY646HV","16","SWARCO NEXT"
"1361U","1361","FY737HV","16","SWARCO NEXT"
"1362U","1362","FW072SJ","16","SWARCO NEXT"
"1363U","1363","FY736HV","16","SWARCO NEXT"
"1364U","1364","FY735HV","16","SWARCO NEXT"
"1365U","1365","FY734HV","16","SWARCO NEXT"
"1366U","1366","FY733HV","16","SWARCO NEXT"
"1367U","1367","FY732HV","16","SWARCO NEXT"
"1368U","1368","FY731HV","16","SWARCO NEXT"
"1369U","1369","FY730HV","16","SWARCO NEXT"
"1370U","1370","FY729HV","16","SWARCO NEXT"
"1371U","1371","FY717HV","16","SWARCO NEXT"
"1372U","1372","FY728HV","16","SWARCO NEXT"
"1373U","1373","FY727HV","16","SWARCO NEXT"
"1374U","1374","FY725HV","16","SWARCO NEXT"
"1375U","1375","FY726HV","16","SWARCO NEXT"
"1376U","1376","FY724HV","16","SWARCO NEXT"
"1377U","1377","FY723HV","16","SWARCO NEXT"
"1378U","1378","FY718HV","16","SWARCO NEXT"
"1379U","1379","FY719HV","16","SWARCO NEXT"
"1380U","1380","FY720HV","16","SWARCO NEXT"
"1381U","1381","FY721HV","16","SWARCO NEXT"
"1382U","1382","FY722HV","16","SWARCO NEXT"
"1383U","1383","FY649HV","16","SWARCO NEXT"
"1384U","1384","FZ693LD","16","SWARCO NEXT"
"1385U","1385","GC651HZ","16","SWARCO NEXT"
"1386U","1386","GC650HZ","16","SWARCO NEXT"
"1387U","1387","GC655HZ","16","SWARCO NEXT"
"1388U","1388","GC656HZ","16","SWARCO NEXT"
"1389U","1389","GC654HZ","16","SWARCO NEXT"
"1390U","1390","GC376XB","16","SWARCO NEXT"
"1391U","1391","GC368XB","16","SWARCO NEXT"
"1392U","1392","GC679HZ","16","SWARCO NEXT"
"1393U","1393","GC367XB","16","SWARCO NEXT"
"1394U","1394","GC652HZ","16","SWARCO NEXT"
"1395U","1395","GC653HZ","16","SWARCO NEXT"
"1396U","1396","GC658HZ","16","SWARCO NEXT"
"1643U","14643","FV114FV","105","Elsag NM200"
"1644U","14644","FV115FV","105","Elsag NM200"
"1645U","14645","FV116FV","105","Elsag NM200"
"1646U","14646","FV117FV","105","Elsag NM200"
"1647U","14647","FV118FV","105","Elsag NM200"
"1648U","14648","FV119FV","105","Elsag NM200"
"1649U","14649","FV120FV","105","Elsag NM200"
"1650U","14650","FV121FV","105","Elsag NM200"
"1651U","14651","FV122FV","105","Elsag NM200"
"1652U","14652","FV123FV","105","Elsag NM200"
"1653U","14653","FV124FV","105","Elsag NM200"
"2400U","2400","FZ341LD","15","SWARCO NEXT"
"2401U","2401","FZ339LD","15","SWARCO NEXT"
"2402U","2402","FZ338LD","15","SWARCO NEXT"
"2403U","2403","FZ336LD","15","SWARCO NEXT"
"2404U","2404","FZ335LD","15","SWARCO NEXT"
"2405U","2405","FZ346LD","15","SWARCO NEXT"
"2406U","2406","FZ506LD","15","SWARCO NEXT"
"2407U","2407","FZ345LD","15","SWARCO NEXT"
"2408U","2408","FZ507LD","15","SWARCO NEXT"
"2409U","2409","FZ344LD","15","SWARCO NEXT"
"2410U","2410","FZ508LD","15","SWARCO NEXT"
"2411U","2411","FZ343LD","15","SWARCO NEXT"
"2412U","2412","FZ509LD","15","SWARCO NEXT"
"2413U","2413","FZ342LD","15","SWARCO NEXT"
"2414U","2414","FZ510LD","15","SWARCO NEXT"
"2415U","2415","FZ511LD","15","SWARCO NEXT"
"2416U","2416","FZ512LD","15","SWARCO NEXT"
"2417U","2417","FZ513LD","15","SWARCO NEXT"
"2418U","2418","FZ514LD","15","SWARCO NEXT"
"2419U","2419","FZ515LD","15","SWARCO NEXT"
"2420U","2420","FZ516LD","15","SWARCO NEXT"
"2421U","2421","FZ517LD","15","SWARCO NEXT"
"2422U","2422","GA170FB","15","SWARCO NEXT"
"2423U","2423","GA176FB","15","SWARCO NEXT"
"2424U","2424","GA163FB","15","SWARCO NEXT"
"2425U","2425","GA165FB","15","SWARCO NEXT"
"2426U","2426","GA175FB","15","SWARCO NEXT"
"2427U","2427","GA177FB","15","SWARCO NEXT"
"2428U","2428","GA171FB","15","SWARCO NEXT"
"2429U","2429","GA179FB","15","SWARCO NEXT"
"2430U","2430","GA166FB","15","SWARCO NEXT"
"2431U","2431","GA180FB","15","SWARCO NEXT"
"2432U","2432","GA178FB","15","SWARCO NEXT"
"2433U","2433","GA164FB","15","SWARCO NEXT"
"2434U","2434","GA167FB","15","SWARCO NEXT"
"2435U","2435","GA168FB","15","SWARCO NEXT"
"2436U","2436","GA169FB","15","SWARCO NEXT"
"2437U","2437","GA173FB","15","SWARCO NEXT"
"2438U","2438","GA172FB","15","SWARCO NEXT"
"2439U","2439","GA174FB","15","SWARCO NEXT"
"2440U","2440","GC375XB","15","SWARCO NEXT"
"2441U","2441","GC657HZ","15","SWARCO NEXT"
"2442U","2442","GC374XB","15","SWARCO NEXT"
"2443U","2443","GC373XB","15","SWARCO NEXT"
"2444U","2444","GC372XB","15","SWARCO NEXT"
"2445U","2445","GC371XB","15","SWARCO NEXT"
"2446U","2446","GC370XB","15","SWARCO NEXT"
"2447U","2447","GC369XB","15","SWARCO NEXT"
"2592U","2592","2592","2500","Elsag NM200"
"2595U","2595","2595","2500","Elsag NM200"
"2598U","2598","2598","2500","Elsag NM200"
"2759U","2759","2759","2700","Elsag NM200"
"2804U","804","EL083YP","39","Elsag NM200"
"2806U","806","EL084YP","39","Elsag NM200"
"2809U","809","EL085YP","39","Elsag NM200"
"2812U","812","EL784BV","39","Elsag NM200"
"2815U","815","EL783BV","39","Elsag NM200"
"2816U","816","EL794BV","39","Elsag NM200"
"2826U","826","EL594BV","39","Elsag NM200"
"2834U","2834","2834","2801","Elsag NM200"
"2836U","2836","2836","2800","Elsag NM200"
"2837U","2837","2837","2801","Elsag NM200"
"2838U","2838","2838","2800","Elsag NM200"
"2843U","843","EL051YP","39","Elsag NM200"
"2847U","2847","2847","2800","Elsag NM200"
"2848U","2848","2848","2800","Elsag NM200"
"2852U","2852","2852","2803","Elsag NM200"
"2855U","2855","2855","2803","Elsag NM200"
"2858U","2858","2858","2802","Elsag NM200"
"2860U","2860","2860","2802","Elsag NM200"
"2861U","861","EL095YP","39","Elsag NM200"
"2862U","2862","2862","2802","Elsag NM200"
"2869U","2869","2869","2802","Elsag NM200"
"2871U","2871","2871","2802","Elsag NM200"
"2872U","2872","2872","2802","Elsag NM200"
"2874U","2874","2874","2802","Elsag NM200"
"2879U","2879","2879","2802","Elsag NM200"
"2880U","2880","2880","2802","Elsag NM200"
"2881U","2881","2881","2802","Elsag NM200"
"2882U","2882","2882","2802","Elsag NM200"
"2886U","2886","2886","2802","Elsag NM200"
"2887U","2887","2887","2802","Elsag NM200"
"2888U","2888","2888","2802","Elsag NM200"
"2889U","2889","2889","2802","Elsag NM200"
"2890U","2890","2890","2802","Elsag NM200"
"2892U","2892","2892","2802","Elsag NM200"
"2893U","2893","2893","2802","Elsag NM200"
"2896U","2896","2896","2802","Elsag NM200"
"2897U","2897","2897","2802","Elsag NM200"
"2898U","2898","2898","2802","Elsag NM200"
"2899U","2899","2899","2802","Elsag NM200"
"2901U","2901","2901","2802","Elsag NM200"
"2902U","2902","2902","2800","Elsag NM200"
"3000U","3000","EA724TN","37","Elsag NM200"
"3005U","3005","EA962TN","37","Elsag NM200"
"3010U","3010","EA066TP","37","Elsag NM200"
"3011U","3011","EA065TP","37","Elsag NM200"
"3013U","3013","EA636TN","37","Elsag NM200"
"3014U","3014","EA726TN","37","Elsag NM200"
"3015U","3015","EA538TN","37","Elsag NM200"
"3016U","3016","EA954TN","37","Elsag NM200"
"3017U","3017","EA334TN","37","Elsag NM200"
"3020U","3020","EA336TN","37","Elsag NM200"
"3022U","3022","EA338TN","37","Elsag NM200"
"3023U","3023","EA339TN","37","Elsag NM200"
"3024U","3024","FF491SV","37","Elsag NM200"
"3025U","3025","EA541TN","37","Elsag NM200"
"3027U","3027","EA341TN","37","Elsag NM200"
"3028U","3028","EA342TN","37","Elsag NM200"
"3029U","3029","EA596TN","37","Elsag NM200"
