"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order"
"45BU","U","45 /","feriale, piazza Cosma e Damiano (Santena) - corso Bramante","PIAZZA CARDUCCI (TORINO) -- P.COSMA-DAMIANO(SANTENA)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=45B&Regol=OR","FF9900","0000FF","55"
"46U","U","46","via Lombardore (Leini) - corso Bolzano","CORSO BOLZANO -- VIA LOMBARDORE / VIALE EUROPA (LEINÌ)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=46&Regol=OR","FF9900","0000FF","56"
"47U","U","47","piazza Freguglia (Cavoretto) - corso Bramante","CORSO BRAMANTE -- PIAZZA FREGUGLIA (CAVORETTO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=47&Regol=OR","FF9900","0000FF","58"
"48U","U","48","Ospedale San Luigi (Orbassano) - via Orbassano (Borgaretto)","VIA ORBASSANO (BEINASCO-BORGARETTO) -- OSPEDALE SAN LUIGI (ORBASSANO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=48&Regol=OR","FF9900","0000FF","59"
"49U","U","49","via Lombardia (Settimo T.se) - corso Bolzano","C. BOLZANO (PORTA SUSA) -- V. LOMBARDIA (SETTIMO T.SE)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=49&Regol=OR","FF9900","0000FF","60"
"4NU","U","4N","via degli Ulivi - piazza del Donatore di Sangue","P.DONATORE DI SANGUE -- VIA DEGLI ULIVI","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=4N&Regol=OR","FF9900","0000FF","278"
"5U","U","5","piazza Dalla Chiesa (Orbassano) - piazza Arbarello","PIAZZA ARBARELLO -- PIAZZA DALLA CHIESA (ORBASSANO)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=5&Regol=GE","FF9900","0000FF","19"
"50U","U","50","via delle Querce - piazza del Donatore di Sangue (feriale)/corso XI Febbraio (festivo)","P.DONATORE DI SANGUE FER./XI FEBBRAIO FEST. -- VIA DELLE QUERCE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=50&Regol=OR","FF9900","0000FF","61"
"5095E","E","5095","Forno - Rivarolo","FORNO - RIVAROLO -- RIVAROLO - FORNO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=5095&Regol=OR","0080FF","FFFFFF","244"
"51U","U","51","feriale, corso Vercelli (Park Stura) - corso Bolzano","CORSO BOLZANO -- CORSO VERCELLI (PARK STURA)","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=U&linea=51&Regol=GE","FF9900","0000FF","62"
"5134E","E","5134","Forno - Busano - Cuorgne'","CUORGNE' - BUSANO - FORNO -- FORNO - BUSANO - CUORGNE'","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=5134&Regol=OR","0080FF","FFFFFF","245"
"5135E","E","5135","Rivarolo - San Benigno - Torino","RIVAROLO - SAN BENIGNO - TORINO -- RIVAROLO - SAN BENIGNO - TORINO","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=5135&Regol=OR","0080FF","FFFFFF","246"
"5137E","E","5137","Rivarolo - Pont - Ceresole","RIVAROLO - PONT - CERESOLE -- RIVAROLO - PONT - CERESOLE","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=5137&Regol=OR","0080FF","FFFFFF","248"
"5140E","E","5140","Pont - Valprato Soana","VALPRATO SOANA - PONT -- PONT - VALPRATO SOANA","3","http://www.gtt.to.it/cms/percorari/urbano?view=percorsi&bacino=E&linea=5140&Regol=OR","0080FF","FFFFFF","250"
